,sur_place,livraison,semaine,jour,year,month,date,time,icon,precipintensity,temperature,humidity,pressure,vrai,predict
4377,À emporter,,2,4,2017,12,12,1513105200,clear-night,0.0,0.91,0.88,1020.8,0.0,1.8592857142857142
2878,Sur place,,3,4,2017,7,26,1501092000,cloudy,0.0,23.31,0.49,1013.54,0.0,12.163595238095235
10176,À emporter,,4,3,2018,11,8,1541689200,cloudy,0.0,12.25,0.76,1017.76,0.0,0.0
454,À emporter,,7,3,2017,2,5,1486306800,cloudy,0.0,9.76,0.77,1002.39,2.0,0.45935714285714285
816,Livraison,KM CLICK & COLLECT,3,3,2017,3,1,1488380400,cloudy,0.0,9.68,0.6,1014.61,3.0,6.4485808080808065
3243,Sur place,,2,3,2017,9,5,1504620000,cloudy,0.0,28.25,0.41,1018.76,0.0,0.8319047619047619
5726,Sur place,,2,2,2018,3,6,1520334000,cloudy,0.0,11.16,0.71,994.26,0.0,0.0
8739,,,3,4,2018,8,15,1534356000,clear-day,0.0,27.26,0.41,1017.98,-8.0,-2.9786269841269837
1283,Livraison,AlloResto,6,3,2017,4,1,1491055200,rain,0.18,11.48,0.8,1015.75,3.0,5.362476190476192
6368,Livraison,Foodora,1,2,2018,4,9,1523268000,partly-cloudy-day,0.0,16.67,0.62,1006.7,0.0,0.0
5740,Livraison,Foodora,3,2,2018,3,7,1520420400,partly-cloudy-day,0.0,12.03,0.47,1002.42,0.0,0.0
1463,Livraison,KM LIVRAISON,4,4,2017,4,13,1492106400,partly-cloudy-day,0.0,18.52,0.46,1015.12,21.0,22.46269264069264
8147,,,6,4,2018,7,14,1531591200,fog,0.15,21.24,0.83,1016.35,-8.0,-3.196852813852814
8066,Sur place,,2,3,2018,7,10,1531231200,clear-day,,27.83,0.32,,0.0,0.0
13675,Livraison,Deliveroo,6,4,2019,6,29,1561831200,clear-day,0.0,36.4,0.29,1014.4,0.0,0.0
6418,Livraison,Deliveroo,4,2,2018,4,12,1523527200,partly-cloudy-day,0.0,15.33,0.54,1001.3,0.0,0.0
6872,Livraison,Deliveroo,2,2,2018,5,8,1525773600,partly-cloudy-day,0.0,23.66,0.56,1009.1,0.0,0.0
3307,À emporter,,4,2,2017,9,14,1505383200,rain,0.21,12.7,0.8,1018.94,0.0,2.6651428571428575
13308,Limonade,,3,2,2019,6,5,1559728800,clear-day,0.0,27.01,0.27,1005.89,0.0,-0.02
7806,Sur place,,2,4,2018,6,26,1530036000,clear-day,,27.83,0.34,,0.0,0.0
6183,À emporter,,5,2,2018,3,30,1522404000,cloudy,0.0,10.9,0.71,999.52,0.0,0.0
6020,Limonade,,2,4,2018,3,20,1521572400,partly-cloudy-night,0.0,4.12,0.57,1019.22,0.0,0.0
6932,À emporter,,5,4,2018,5,11,1526061600,clear-day,0.0,23.01,0.48,1013.7,0.0,0.0
91,Livraison,AlloResto,1,4,2017,1,9,1483988400,cloudy,0.0,1.45,0.8,1025.84,11.0,12.687698412698412
3324,À emporter,,6,2,2017,9,16,1505556000,partly-cloudy-day,0.02,15.83,0.62,1013.75,0.0,7.971523809523809
403,Sur place,,3,2,2017,2,1,1485946800,partly-cloudy-day,0.0,14.48,0.68,1015.88,48.0,20.63552380952381
12704,Limonade,,5,2,2019,4,26,1556272800,partly-cloudy-day,0.08,14.37,0.61,1016.86,0.0,0.0
1286,Livraison,KM LIVRAISON,6,3,2017,4,1,1491055200,rain,0.18,11.48,0.8,1015.75,16.0,12.898428571428575
324,Sur place,,4,2,2017,1,26,1485428400,partly-cloudy-day,0.0,-1.65,0.73,1024.56,70.0,59.703276556776544
4231,Limonade,,7,2,2017,12,3,1512298800,cloudy,0.0,0.0,0.73,1030.06,0.0,0.0
2147,Livraison,Deliveroo,3,4,2017,5,31,1496253600,cloudy,0.0,21.58,0.65,1018.99,21.0,27.18652380952381
9984,Limonade,,6,2,2018,10,27,1540634400,rain,0.55,7.7,0.84,1007.46,0.0,0.0
4579,À emporter,,4,4,2017,12,28,1514487600,partly-cloudy-night,0.0,0.76,0.83,1012.1,0.0,1.8004761904761903
10185,Livraison,UberEats,4,4,2018,11,8,1541703600,partly-cloudy-night,0.0,11.29,0.85,1017.22,0.0,0.0
13133,Sur place,,5,2,2019,5,24,1558692000,partly-cloudy-day,0.0,23.18,0.39,1014.43,0.0,-0.4216666666666667
11341,Sur place,,5,4,2019,1,25,1548442800,clear-night,0.0,0.45,0.66,1020.6,0.0,-1.834039682539683
4288,À emporter,,4,2,2017,12,7,1512644400,clear-day,0.0,8.76,0.67,1027.12,0.0,1.8958730158730157
240,Livraison,AlloResto,5,2,2017,1,20,1484910000,clear-day,0.0,-1.04,0.73,1031.3,2.0,8.511960317460318
3465,À emporter,,2,4,2017,10,3,1507053600,partly-cloudy-night,0.0,15.51,0.71,1024.52,0.0,0.8206666666666667
7503,Limonade,,6,4,2018,6,9,1528567200,partly-cloudy-day,,27.27,0.47,,0.0,0.0
741,Livraison,KM CLICK & COLLECT,5,2,2017,2,24,1487934000,partly-cloudy-day,0.0,9.62,0.57,1016.83,1.0,5.245462481962481
7090,Livraison,Foodora,6,3,2018,5,19,1526738400,partly-cloudy-day,0.0,23.1,0.44,1015.78,0.0,0.0
3914,Sur place,,4,3,2017,11,9,1510239600,cloudy,0.0,7.03,0.72,1025.82,0.0,1.0910714285714285
50,Livraison,AlloResto,4,4,2017,1,5,1483642800,partly-cloudy-night,0.0,1.49,0.82,1032.21,6.0,9.185833333333333
7919,À emporter,,2,2,2018,7,3,1530612000,partly-cloudy-day,,26.95,0.56,,0.0,0.0
5019,À emporter,,4,4,2018,1,25,1516906800,cloudy,0.0,13.05,0.61,1015.42,0.0,0.0
5493,À emporter,,3,2,2018,2,21,1519210800,partly-cloudy-day,0.0,3.66,0.57,1014.69,0.0,0.0
8729,Livraison,Deliveroo,3,2,2018,8,15,1534327200,partly-cloudy-day,0.0,25.2,0.49,1020.11,0.0,0.0
13522,Livraison,KM,3,2,2019,6,19,1560938400,partly-cloudy-day,0.01,26.68,0.32,1011.99,0.0,-0.24100000000000002
477,Livraison,KM LIVRAISON,1,4,2017,2,6,1486407600,cloudy,0.0,6.29,0.8,1021.04,11.0,20.89616666666667
4923,À emporter,,6,3,2018,1,20,1516460400,rain,0.21,6.0,0.88,1008.94,0.0,0.0
8933,Livraison,UberEats,6,2,2018,8,25,1535191200,cloudy,0.0,18.54,0.52,1016.42,0.0,0.0
5667,Sur place,,6,2,2018,3,3,1520074800,rain,0.18,6.38,0.88,996.59,0.0,0.0
11177,Livraison,Deliveroo,1,3,2019,1,14,1547478000,cloudy,0.04,8.05,0.75,1021.28,0.0,-0.1
9861,,,4,4,2018,10,18,1539885600,clear-night,0.0,16.9,0.6,1016.25,-7.0,-1.7338333333333333
8015,Sur place,,6,2,2018,7,7,1530957600,partly-cloudy-day,,26.38,0.51,,0.0,0.0
5628,Livraison,AlloResto,4,2,2018,3,1,1519902000,rain,0.02,4.63,0.76,997.23,0.0,0.0
2909,Livraison,KM,7,4,2017,7,30,1501437600,rain,0.26,26.22,0.62,1010.93,0.0,-0.187
9971,Sur place,,5,3,2018,10,26,1540562400,partly-cloudy-day,0.0,16.68,0.57,1011.11,0.0,0.0
10049,Limonade,,3,4,2018,10,31,1541012400,cloudy,0.0,13.16,0.64,1011.62,0.0,0.0
6553,Sur place,,5,1,2018,4,20,1524211200,partly-cloudy-day,0.0,19.48,0.53,1023.88,0.0,0.0
5944,Limonade,,6,1,2018,3,17,1521277200,rain,0.24,7.17,0.85,997.8,0.0,0.0
1367,Sur place,,4,4,2017,4,6,1491501600,partly-cloudy-day,0.0,13.16,0.47,1021.98,32.0,28.604912698412704
1097,À emporter,,1,2,2017,3,20,1490007600,cloudy,0.0,13.8,0.68,1015.72,9.0,4.2868095238095245
13582,Limonade,,7,2,2019,6,23,1561284000,partly-cloudy-day,0.0,24.91,0.57,1015.37,0.0,-0.08
6145,Sur place,,2,4,2018,3,27,1522173600,cloudy,0.0,8.23,0.88,1015.23,0.0,0.0
2574,Livraison,AlloResto,1,4,2017,7,3,1499104800,partly-cloudy-day,0.0,24.7,0.47,1021.41,19.0,14.80084126984127
11743,Livraison,Deliveroo,4,4,2019,2,21,1550775600,partly-cloudy-night,0.0,9.81,0.59,1030.16,0.0,0.0
8077,À emporter,,3,2,2018,7,11,1531303200,partly-cloudy-day,,20.84,0.48,,0.0,0.0
70,Sur place,,5,4,2017,1,6,1483729200,partly-cloudy-night,0.0,-2.32,0.69,1036.25,31.0,49.406666666666666
9099,À emporter,UberEats,1,2,2018,9,3,1535968800,partly-cloudy-day,0.0,21.62,0.52,1016.4,0.0,0.0
4091,Sur place,,3,3,2017,11,22,1511362800,partly-cloudy-day,0.0,15.27,0.55,1012.86,0.0,1.7046190476190481
5044,Livraison,UberEats,5,4,2018,1,26,1516993200,cloudy,0.04,5.77,0.86,1023.19,0.0,0.0
9645,Livraison,KM,5,2,2018,10,5,1538733600,clear-day,0.0,21.8,0.51,1019.75,0.0,-0.45923809523809533
8283,Limonade,,7,4,2018,7,22,1532282400,clear-day,0.0,27.08,0.36,1014.03,0.0,0.0
3225,À emporter,,7,3,2017,9,3,1504447200,partly-cloudy-day,0.0,21.9,0.42,1014.31,0.0,1.4857063492063491
1850,Livraison,KM LIVRAISON,3,4,2017,5,10,1494439200,partly-cloudy-day,0.0,17.32,0.59,1005.59,24.0,16.799968253968256
1164,Sur place,,5,2,2017,3,24,1490353200,partly-cloudy-day,0.0,10.79,0.81,1020.41,14.0,55.69749206349206
1172,À emporter,,5,4,2017,3,24,1490382000,cloudy,0.0,10.86,0.85,1020.84,6.0,2.183015873015873
13708,Sur place,,1,4,2019,7,1,1562004000,rain,1.72,26.63,0.55,1016.9,0.0,-3.7006666666666668
4695,À emporter,,7,4,2018,1,7,1515351600,cloudy,0.0,8.45,0.85,1014.21,0.0,0.0
12943,Livraison,KM,6,4,2019,5,11,1557597600,partly-cloudy-day,0.11,14.28,0.62,1021.46,0.0,0.0
7808,À emporter,,3,2,2018,6,27,1530093600,clear-day,,24.83,0.48,,0.0,0.0
6142,Livraison,Deliveroo,2,4,2018,3,27,1522173600,cloudy,0.0,8.23,0.88,1015.23,0.0,0.0
8370,À emporter,KM,6,2,2018,7,28,1532772000,rain,1.39,20.27,0.89,1013.83,0.0,0.0
13222,À emporter,,4,4,2019,5,30,1559239200,clear-day,0.0,21.45,0.51,1024.48,-8.0,-0.6078095238095238
1051,Livraison,KM LIVRAISON,4,4,2017,3,16,1489690800,clear-night,0.0,15.23,0.56,1020.7,29.0,28.325126984126978
12831,Livraison,UberEats,6,4,2019,5,4,1556992800,rain,0.35,4.78,0.86,1012.15,0.0,0.0
13009,À emporter,,4,3,2019,5,16,1558015200,partly-cloudy-day,0.0,18.52,0.38,1010.03,0.0,0.0
5150,Livraison,Foodora,4,4,2018,2,1,1517511600,cloudy,0.0,5.06,0.73,1008.86,0.0,0.0
3144,Sur place,,4,2,2017,8,24,1503568800,rain,0.27,22.48,0.8,1018.29,0.0,19.50192857142857
2746,Livraison,KM CLICK & COLLECT,7,4,2017,7,16,1500228000,partly-cloudy-day,0.0,27.72,0.45,1019.46,2.0,4.369738095238096
3455,Sur place,,1,4,2017,10,2,1506967200,cloudy,0.0,19.61,0.76,1021.72,0.0,2.668571428571429
11110,Limonade,,4,2,2019,1,10,1547118000,partly-cloudy-day,0.0,2.82,0.7,1023.03,0.0,0.0
5600,Limonade,,2,4,2018,2,27,1519758000,partly-cloudy-night,0.0,-4.18,0.44,1014.16,0.0,0.0
11485,Limonade,,2,3,2019,2,5,1549378800,clear-day,0.0,7.68,0.51,1027.23,0.0,0.0
11306,Livraison,Deliveroo,3,4,2019,1,23,1548270000,partly-cloudy-night,0.02,1.89,0.78,999.13,0.0,0.0
13012,À emporter,,4,4,2019,5,16,1558029600,partly-cloudy-day,0.0,17.96,0.43,1008.45,0.0,-1.6009523809523807
2277,Sur place,,6,2,2017,6,10,1497088800,partly-cloudy-day,0.0,25.31,0.48,1019.61,52.0,25.19822222222222
13283,À emporter,,1,3,2019,6,3,1559570400,partly-cloudy-day,0.0,26.73,0.4,1015.91,0.0,-0.006666666666666666
12003,Limonade,,7,3,2019,3,10,1552230000,partly-cloudy-day,0.07,16.64,0.59,1022.5,0.0,0.0
6909,Livraison,KM,4,2,2018,5,10,1525946400,cloudy,0.0,15.39,0.67,1015.75,0.0,-0.3876666666666666
4711,Sur place,,1,3,2018,1,8,1515423600,cloudy,0.0,8.08,0.82,1013.27,0.0,0.0
8775,Limonade,,5,2,2018,8,17,1534500000,partly-cloudy-day,0.16,22.97,0.67,1017.88,0.0,0.0
3876,,,1,4,2017,11,6,1509994800,cloudy,0.0,6.63,0.69,1020.18,-10.0,-0.21
11253,Livraison,KM,6,4,2019,1,19,1547924400,fog,0.0,-0.94,0.87,1013.01,0.0,0.0
10294,Livraison,UberEats,4,4,2018,11,15,1542308400,clear-night,0.0,11.86,0.81,1023.39,0.0,0.0
3491,Sur place,,4,4,2017,10,5,1507226400,partly-cloudy-night,0.0,17.36,0.46,1019.4,0.0,32.149126984126994
11490,Limonade,,2,4,2019,2,5,1549393200,clear-night,0.0,2.22,0.75,1029.22,0.0,-0.02
11622,Limonade,,4,3,2019,2,14,1550156400,clear-day,0.0,16.26,0.32,1032.49,0.0,0.0
7114,Livraison,Deliveroo,1,2,2018,5,21,1526896800,cloudy,,21.16,0.54,,0.0,0.0
5017,,,4,4,2018,1,25,1516906800,cloudy,0.0,13.05,0.61,1015.42,-10.0,-1.7312222222222224
4071,Livraison,KM,2,2,2017,11,21,1511262000,partly-cloudy-day,0.0,7.74,0.74,1022.87,0.0,-0.19976190476190475
10848,Livraison,UberEats,3,4,2018,12,19,1545246000,partly-cloudy-night,0.04,6.73,0.92,1019.31,0.0,0.0
8118,Limonade,,5,2,2018,7,13,1531476000,clear-day,,26.83,0.41,,0.0,0.0
2353,Livraison,UberEats,5,2,2017,6,16,1497607200,partly-cloudy-day,0.0,25.77,0.54,1022.04,4.0,7.254587301587302
463,À emporter,,1,2,2017,2,6,1486378800,cloudy,0.0,6.78,0.77,1018.32,6.0,2.796666666666667
222,À emporter,,4,2,2017,1,19,1484823600,clear-day,0.0,-2.06,0.69,1031.79,10.0,12.239761904761906
12994,Sur place,,3,2,2019,5,15,1557914400,partly-cloudy-day,0.0,14.7,0.4,1015.95,0.0,-1.2235952380952382
966,Livraison,Deliveroo,6,3,2017,3,11,1489244400,partly-cloudy-day,0.0,19.31,0.38,1015.82,4.0,7.678809523809523
636,Sur place,,5,2,2017,2,17,1487329200,cloudy,0.0,10.37,0.74,1029.05,96.0,27.77266666666667
5815,À emporter,,7,3,2018,3,11,1520780400,partly-cloudy-day,0.0,18.65,0.51,992.89,0.0,-3.1028571428571428
9965,Sur place,,4,4,2018,10,25,1540490400,cloudy,0.0,12.91,0.79,1018.93,0.0,0.0
4199,Sur place,,4,4,2017,11,30,1512068400,partly-cloudy-night,0.01,2.98,0.8,1012.48,0.0,5.025904761904762
8622,À emporter,,4,3,2018,8,9,1533823200,rain,1.22,20.22,0.84,1017.57,0.0,0.0
7278,Livraison,KM,2,4,2018,5,29,1527616800,partly-cloudy-day,,24.27,0.49,,0.0,-10.2355
9638,À emporter,,4,4,2018,10,4,1538676000,clear-night,0.0,16.28,0.64,1022.36,0.0,0.0
12353,Livraison,Deliveroo,3,2,2019,4,3,1554285600,rain,2.14,7.03,0.87,1003.82,0.0,-0.26457142857142857
8642,Limonade,,5,3,2018,8,10,1533909600,clear-day,0.0,26.0,0.36,1023.77,0.0,0.0
5778,Livraison,Deliveroo,5,2,2018,3,9,1520593200,cloudy,0.0,14.54,0.54,1011.03,0.0,0.0
9280,À emporter,KM,4,4,2018,9,13,1536861600,partly-cloudy-night,0.06,25.36,0.54,1017.54,0.0,0.0
10100,Limonade,,6,4,2018,11,3,1541271600,cloudy,0.0,9.59,0.81,1022.6,0.0,0.0
10967,Livraison,Deliveroo,6,4,2018,12,29,1546110000,cloudy,0.0,2.13,0.81,1036.86,0.0,0.0
10202,Sur place,,5,4,2018,11,9,1541790000,partly-cloudy-night,0.01,13.17,0.74,1013.96,0.0,0.0
707,Sur place,,3,2,2017,2,22,1487761200,partly-cloudy-day,0.0,13.16,0.69,1022.77,9.0,50.34787301587301
10431,Livraison,KM,5,4,2018,11,23,1542999600,rain,2.37,6.74,0.94,1012.45,0.0,-7.984238095238094
1500,Livraison,Deliveroo,7,4,2017,4,16,1492365600,partly-cloudy-day,0.0,13.59,0.47,1022.43,30.0,27.10325396825397
5981,À emporter,Deliveroo,7,4,2018,3,18,1521399600,cloudy,0.0,4.69,0.73,1004.08,0.0,0.0
11391,Sur place,,2,2,2019,1,29,1548759600,cloudy,0.0,6.07,0.53,1008.81,-1.0,-0.006666666666666666
9790,Livraison,Deliveroo,6,4,2018,10,13,1539453600,clear-night,0.0,21.34,0.55,1017.49,0.0,0.0
6971,Livraison,Deliveroo,7,4,2018,5,13,1526234400,rain,1.59,7.64,0.87,1015.52,0.0,0.0
11437,À emporter,KM,5,4,2019,2,1,1549047600,rain,0.09,5.33,0.88,989.84,0.0,-0.5775396825396826
1546,Livraison,Foodora,3,4,2017,4,19,1492624800,partly-cloudy-day,0.0,9.0,0.41,1027.49,16.0,26.301373015873015
3041,Livraison,KM,7,4,2017,8,13,1502647200,partly-cloudy-day,0.0,24.24,0.56,1018.67,0.0,-0.04
876,Sur place,,6,4,2017,3,4,1488654000,partly-cloudy-night,0.0,8.09,0.77,1004.28,31.0,24.45069841269841
9695,Livraison,UberEats,1,2,2018,10,8,1538992800,cloudy,0.02,15.81,0.8,1019.15,0.0,0.0
2207,Livraison,Deliveroo,1,2,2017,6,5,1496656800,partly-cloudy-day,0.0,20.61,0.51,1015.19,14.0,5.697785714285714
4952,Livraison,Foodora,7,4,2018,1,21,1516561200,rain,0.06,7.46,0.93,1019.46,0.0,0.0
8309,Livraison,Deliveroo,2,2,2018,7,24,1532426400,clear-day,0.0,28.71,0.43,1013.81,0.0,0.0
2175,Livraison,Foodora,5,4,2017,6,2,1496426400,partly-cloudy-day,0.0,26.67,0.45,1014.2,22.0,21.749587301587304
8915,Sur place,,5,2,2018,8,24,1535104800,partly-cloudy-day,0.01,24.25,0.52,1016.85,0.0,0.0
13533,Livraison,,3,4,2019,6,19,1560967200,partly-cloudy-day,0.2,27.86,0.32,1011.46,0.0,0.0
1934,Sur place,,2,2,2017,5,16,1494928800,partly-cloudy-day,0.0,22.51,0.49,1026.99,36.0,37.599714285714285
13625,Limonade,,3,3,2019,6,26,1561557600,clear-day,0.0,36.33,0.27,1020.54,0.0,0.0
6403,Livraison,UberEats,3,2,2018,4,11,1523440800,cloudy,0.0,12.75,0.62,1002.35,0.0,0.0
3174,Sur place,,7,4,2017,8,27,1503856800,cloudy,0.0,30.54,0.41,1014.8,0.0,15.191388888888888
301,À emporter,,2,4,2017,1,24,1485284400,cloudy,0.0,-2.96,0.84,1027.36,12.0,9.293865079365078
3066,À emporter,,3,2,2017,8,16,1502877600,partly-cloudy-day,0.0,25.48,0.63,1020.02,0.0,2.520714285714286
1109,Livraison,Foodora,1,4,2017,3,20,1490036400,partly-cloudy-night,0.0,13.28,0.68,1014.23,25.0,16.805992063492067
9146,,,3,4,2018,9,5,1536170400,partly-cloudy-day,0.0,26.59,0.37,1013.77,-11.0,-2.7895555555555553
12798,À emporter,,4,4,2019,5,2,1556820000,partly-cloudy-day,0.03,13.26,0.53,1013.8,0.0,-4.296031746031747
11648,Sur place,,5,4,2019,2,15,1550257200,clear-night,0.0,8.41,0.64,1029.59,-7.0,-1.1855396825396824
7519,Livraison,Deliveroo,7,4,2018,6,10,1528653600,partly-cloudy-day,,27.27,0.43,,0.0,0.0
8506,,,5,4,2018,8,3,1533319200,partly-cloudy-day,0.0,34.82,0.35,1016.27,-6.0,-2.0667142857142853
12143,Limonade,,3,2,2019,3,20,1553079600,clear-day,0.0,11.48,0.38,1030.27,0.0,-0.115
11547,À emporter,,6,3,2019,2,9,1549724400,cloudy,0.0,12.47,0.55,1019.63,0.0,-0.013999999999999999
565,Livraison,Deliveroo,1,2,2017,2,13,1486983600,cloudy,0.0,10.05,0.66,1020.25,6.0,3.880095238095237
3818,,,4,2,2017,11,2,1509620400,cloudy,0.0,16.96,0.56,1019.61,-4.0,0.0
11470,À emporter,,1,3,2019,2,4,1549292400,partly-cloudy-day,0.0,5.14,0.61,1027.4,0.0,0.0
209,Livraison,Deliveroo,3,2,2017,1,18,1484737200,clear-day,0.0,-1.5,0.67,1028.44,7.0,6.056960317460316
8320,Livraison,UberEats,2,4,2018,7,24,1532455200,partly-cloudy-day,0.0,31.15,0.35,1012.29,0.0,0.0
6278,Livraison,AlloResto,3,2,2018,4,4,1522836000,rain,0.76,9.95,0.82,1007.6,0.0,0.0
7586,Limonade,,4,1,2018,6,14,1528963200,partly-cloudy-day,,16.83,0.64,,0.0,0.0
12727,Livraison,KM,6,4,2019,4,27,1556388000,cloudy,0.11,13.11,0.55,1022.62,0.0,0.0
7594,Livraison,KM,4,3,2018,6,14,1528984800,partly-cloudy-day,,22.39,0.47,,0.0,-0.19266666666666668
9963,Livraison,KM,4,4,2018,10,25,1540490400,cloudy,0.0,12.91,0.79,1018.93,0.0,-6.482928571428572
10549,Livraison,UberEats,5,4,2018,11,30,1543604400,partly-cloudy-night,0.01,7.97,0.9,1019.34,0.0,0.0
2862,Livraison,KM LIVRAISON,1,4,2017,7,24,1500919200,partly-cloudy-day,0.0,20.73,0.53,1014.95,9.0,22.156817460317455
11047,À emporter,,6,3,2019,1,5,1546700400,cloudy,0.0,3.88,0.78,1034.13,0.0,-0.05
10219,Sur place,,7,2,2018,11,11,1541934000,partly-cloudy-day,0.0,17.25,0.69,1013.33,0.0,0.0
10572,Livraison,Deliveroo,7,3,2018,12,2,1543762800,rain,0.33,10.95,0.84,1015.77,0.0,0.0
11787,Limonade,,7,3,2019,2,24,1551020400,clear-day,0.0,16.04,0.53,1031.82,0.0,0.0
6701,Sur place,,6,3,2018,4,28,1524924000,cloudy,0.0,16.93,0.64,1010.26,0.0,0.0
9006,Livraison,Deliveroo,3,2,2018,8,29,1535536800,partly-cloudy-day,0.15,25.92,0.56,1015.82,0.0,0.0
6405,Livraison,KM,3,3,2018,4,11,1523455200,clear-day,0.0,14.7,0.57,,0.0,-0.026000000000000002
9266,Livraison,KM,3,4,2018,9,12,1536775200,partly-cloudy-night,0.0,28.64,0.38,1019.5,0.0,-8.074650793650793
6256,Livraison,KM,1,4,2018,4,2,1522692000,cloudy,0.0,14.19,0.43,1006.86,0.0,-3.419587301587301
3039,Sur place,,7,3,2017,8,13,1502632800,partly-cloudy-day,0.0,25.3,0.51,1019.12,0.0,1.4542619047619052
2818,Livraison,KM LIVRAISON,5,4,2017,7,21,1500660000,rain,0.08,22.16,0.76,1011.67,16.0,47.22911904761904
4227,Limonade,,6,4,2017,12,2,1512241200,cloudy,0.0,1.16,0.75,1022.74,0.0,0.0
6674,Livraison,AlloResto,5,2,2018,4,27,1524823200,partly-cloudy-day,0.0,18.46,0.47,1010.7,0.0,0.0
4405,Limonade,,4,2,2017,12,14,1513249200,cloudy,0.0,9.6,0.79,1010.01,0.0,-0.7880000000000001
11641,Sur place,,5,3,2019,2,15,1550242800,clear-day,0.0,16.21,0.41,1028.96,0.0,-0.011428571428571429
10375,Livraison,KM,2,4,2018,11,20,1542740400,cloudy,0.19,6.11,0.76,1005.52,0.0,-2.9759999999999995
11381,Limonade,,1,4,2019,1,28,1548702000,cloudy,0.03,4.8,0.62,1010.93,0.0,0.0
8276,Sur place,,6,4,2018,7,21,1532196000,partly-cloudy-day,0.03,24.27,0.48,1013.56,0.0,0.0
10921,Livraison,KM,3,4,2018,12,26,1545850800,cloudy,0.0,1.79,0.81,1031.31,0.0,-8.083238095238094
11184,Sur place,,2,2,2019,1,15,1547550000,partly-cloudy-day,0.0,7.2,0.74,1024.38,0.0,-1.9160238095238098
595,Livraison,UberEats,2,4,2017,2,14,1487098800,cloudy,0.0,11.92,0.61,1029.91,33.0,30.14216594516595
128,Sur place,,4,1,2017,1,12,1484211600,cloudy,0.0,5.46,0.86,1021.04,0.0,0.11066666666666666
7854,Livraison,KM,5,3,2018,6,29,1530280800,clear-day,,27.4,0.38,,0.0,0.0
12169,Livraison,UberEats,5,2,2019,3,22,1553252400,clear-day,0.0,15.05,0.39,1028.82,0.0,0.0
5503,Limonade,,3,4,2018,2,21,1519239600,cloudy,0.0,3.38,0.56,1013.8,0.0,0.0
9207,Livraison,Deliveroo,6,4,2018,9,8,1536429600,clear-day,0.0,24.57,0.34,1019.05,0.0,0.0
7199,À emporter,,5,3,2018,5,25,1527256800,partly-cloudy-day,,27.72,0.4,,0.0,0.0
9647,Sur place,,5,2,2018,10,5,1538733600,clear-day,0.0,21.8,0.51,1019.75,0.0,0.0
3651,À emporter,,4,4,2017,10,19,1508436000,cloudy,0.0,18.94,0.49,1012.27,0.0,2.307
12300,Limonade,,7,2,2019,3,31,1554026400,partly-cloudy-day,0.0,16.32,0.37,1019.33,0.0,0.0
3813,À emporter,,3,4,2017,11,1,1509562800,cloudy,0.0,9.97,0.68,1021.76,0.0,10.483801587301587
10051,Livraison,KM,3,4,2018,10,31,1541012400,cloudy,0.0,13.16,0.64,1011.62,0.0,-6.618412698412701
6858,Sur place,,1,2,2018,5,7,1525687200,partly-cloudy-day,0.0,24.31,0.59,1013.93,0.0,0.0
251,Livraison,Foodora,5,4,2017,1,20,1484938800,clear-night,0.0,-1.77,0.77,1030.04,34.0,39.156222222222226
7966,Livraison,Foodora,4,2,2018,7,5,1530784800,partly-cloudy-day,,24.39,0.52,,0.0,0.0
2964,Sur place,,6,3,2017,8,5,1501941600,partly-cloudy-day,0.0,31.27,0.43,1014.81,0.0,4.705460317460318
12766,Sur place,,2,3,2019,4,30,1556632800,partly-cloudy-day,0.0,17.92,0.49,1016.89,0.0,0.0
10622,Livraison,UberEats,3,2,2018,12,5,1544007600,partly-cloudy-day,0.0,9.3,0.88,1023.7,0.0,-0.01
6653,Livraison,UberEats,3,4,2018,4,25,1524679200,partly-cloudy-day,0.0,18.18,0.6,1016.74,0.0,0.0
8089,À emporter,,3,4,2018,7,11,1531332000,clear-day,,23.83,0.42,,0.0,0.0
10732,Sur place,,2,4,2018,12,11,1544554800,clear-night,0.0,3.92,0.72,1024.01,0.0,0.0
3438,Sur place,,6,4,2017,9,30,1506794400,cloudy,0.0,13.64,0.86,1021.53,0.0,8.602476190476189
7702,À emporter,KM,3,4,2018,6,20,1529517600,clear-day,,30.27,0.37,,0.0,0.0
6848,Livraison,KM,7,4,2018,5,6,1525629600,partly-cloudy-day,0.0,24.71,0.56,1013.78,0.0,-5.654817460317462
9570,Sur place,,7,4,2018,9,30,1538330400,partly-cloudy-night,0.02,16.78,0.77,1016.39,0.0,0.0
6981,Livraison,KM,1,2,2018,5,14,1526292000,rain,0.21,10.06,0.83,1012.19,0.0,-0.963
12125,Limonade,,2,2,2019,3,19,1552993200,partly-cloudy-day,0.0,10.47,0.55,1025.29,0.0,0.0
3608,Sur place,,1,2,2017,10,16,1508148000,clear-day,0.0,21.01,0.55,1025.9,0.0,28.35233333333333
8269,À emporter,,6,4,2018,7,21,1532196000,partly-cloudy-day,0.03,24.27,0.48,1013.56,0.0,0.0
3340,Livraison,KM,1,2,2017,9,18,1505728800,cloudy,0.0,15.02,0.65,1018.28,0.0,0.0
1105,Sur place,,1,3,2017,3,20,1490022000,partly-cloudy-day,0.0,16.81,0.57,1013.55,2.0,1.1606666666666667
1662,Livraison,KM CLICK & COLLECT,4,3,2017,4,27,1493301600,partly-cloudy-day,0.0,10.18,0.53,1014.11,5.0,3.130533189033189
