"frequentation";"ca_ttc";"ca_ht";"date_commande";"midi_soir";"jour_semaine";"sur_place";"type_vente";"livraison";"nb_commandes"
19;280.50000000;254.99999998;2017-05-30;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;1
7;100.50000000;91.05909092;2017-05-30;"4 - Soir";"2 - Mardi";Sur place;CA;;6
8;68.00000000;61.81818182;2017-05-30;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;;1
0;0;0;2017-05-31;"";"3 - Mercredi";"";CA;"";0
2;25.50000000;23.18181817;2017-05-31;"2 - Midi";"3 - Mercredi";À emporter;CA;;2
6;74.40000000;67.63636365;2017-05-31;"2 - Midi";"3 - Mercredi";À emporter;CA;;4
5;77.50000000;70.15757575;2017-05-31;"2 - Midi";"3 - Mercredi";Sur place;CA;;7
0;0.00000000;0.00000000;2017-05-31;"2 - Midi";"3 - Mercredi";Sur place;CA;;9
26;353.90000000;321.05151514;2017-05-31;"2 - Midi";"3 - Mercredi";Sur place;CA;;36
12;147.25000000;133.86363637;2017-05-31;"4 - Soir";"3 - Mercredi";À emporter;CA;;10
19;303.85000000;276.22727268;2017-05-31;"4 - Soir";"3 - Mercredi";Livraison;CA;AlloResto;2
21;334.30000000;303.90909087;2017-05-31;"4 - Soir";"3 - Mercredi";Livraison;CA;Deliveroo;2
35;517.70000000;470.63636361;2017-05-31;"4 - Soir";"3 - Mercredi";Livraison;CA;Foodora;2
2;22.40000000;20.36363636;2017-05-31;"4 - Soir";"3 - Mercredi";Livraison;CA;KM CLICK & COLLECT;1
31;424.05000000;385.49999992;2017-05-31;"4 - Soir";"3 - Mercredi";Livraison;CA;KM LIVRAISON;1
24;349.30000000;317.54545453;2017-05-31;"4 - Soir";"3 - Mercredi";Livraison;CA;UberEats;2
24;362.00000000;325.65000000;2017-05-31;"4 - Soir";"3 - Mercredi";Sur place;CA;;16
9;76.50000000;69.54545455;2017-05-31;"4 - Soir";"3 - Mercredi";Sur place;Conso Perso;;1
0;0;0;2017-06-01;"";"4 - Jeudi";"";CA;"";0
4;56.00000000;50.90909090;2017-06-01;"2 - Midi";"4 - Jeudi";À emporter;CA;;5
53;759.41000000;688.25075751;2017-06-01;"2 - Midi";"4 - Jeudi";Sur place;CA;;58
2;28.00000000;25.45454545;2017-06-01;"3 - Après-midi";"4 - Jeudi";Sur place;CA;;1
12;184.50000000;167.72727270;2017-06-01;"4 - Soir";"4 - Jeudi";À emporter;CA;;9
20;307.70000000;279.72727267;2017-06-01;"4 - Soir";"4 - Jeudi";Livraison;CA;AlloResto;2
20;322.50000000;293.18181811;2017-06-01;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;2
33;520.90000000;473.54545449;2017-06-01;"4 - Soir";"4 - Jeudi";Livraison;CA;Foodora;1
2;39.60000000;36.00000000;2017-06-01;"4 - Soir";"4 - Jeudi";Livraison;CA;KM CLICK & COLLECT;1
25;353.57000000;321.42727267;2017-06-01;"4 - Soir";"4 - Jeudi";Livraison;CA;KM LIVRAISON;1
56;844.00000000;767.27272716;2017-06-01;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;2
24;314.30000000;283.83636361;2017-06-01;"4 - Soir";"4 - Jeudi";Sur place;CA;;24
11;93.50000000;85.00000000;2017-06-01;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
0;15.00000000;13.63636365;2017-06-01;"4 - Soir";"4 - Jeudi";Sur place;Offert;;1
0;0;0;2017-06-02;"";"5 - Vendredi";"";CA;"";0
7;88.50000000;80.45454544;2017-06-02;"2 - Midi";"5 - Vendredi";À emporter;CA;;7
4;64.90000000;59.00000000;2017-06-02;"2 - Midi";"5 - Vendredi";Livraison;CA;Deliveroo;2
10;148.00000000;134.54545451;2017-06-02;"2 - Midi";"5 - Vendredi";Livraison;CA;Foodora;1
9;109.40000000;99.45454544;2017-06-02;"2 - Midi";"5 - Vendredi";Livraison;CA;KM CLICK & COLLECT;1
8;109.92000000;99.92727271;2017-06-02;"2 - Midi";"5 - Vendredi";Livraison;CA;KM LIVRAISON;1
6;113.50000000;103.18181819;2017-06-02;"2 - Midi";"5 - Vendredi";Livraison;CA;UberEats;2
36;549.00000000;496.65303029;2017-06-02;"2 - Midi";"5 - Vendredi";Sur place;CA;;45
0;4.50000000;4.09090909;2017-06-02;"3 - Après-midi";"5 - Vendredi";Sur place;CA;;1
18;242.80000000;220.72727272;2017-06-02;"4 - Soir";"5 - Vendredi";À emporter;CA;;10
19;293.90000000;267.18181811;2017-06-02;"4 - Soir";"5 - Vendredi";Livraison;CA;AlloResto;2
18;285.50000000;259.54545449;2017-06-02;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;3
22;348.30000000;316.63636362;2017-06-02;"4 - Soir";"5 - Vendredi";Livraison;CA;Foodora;2
19;247.40000000;224.90909091;2017-06-02;"4 - Soir";"5 - Vendredi";Livraison;CA;KM LIVRAISON;1
26;408.60000000;371.45454545;2017-06-02;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;1
28;386.35000000;350.93030297;2017-06-02;"4 - Soir";"5 - Vendredi";Sur place;CA;;21
13;110.50000000;100.45454545;2017-06-02;"4 - Soir";"5 - Vendredi";Sur place;Conso Perso;;1
0;0;0;2017-06-03;"";"6 - Samedi";"";CA;"";0
12;153.90000000;139.90909090;2017-06-03;"2 - Midi";"6 - Samedi";À emporter;CA;;7
9;143.50000000;130.45454544;2017-06-03;"2 - Midi";"6 - Samedi";Livraison;CA;Deliveroo;1
80;1114.30000000;1010.77424230;2017-06-03;"2 - Midi";"6 - Samedi";Sur place;CA;;52
2;28.00000000;25.45454545;2017-06-03;"3 - Après-midi";"6 - Samedi";À emporter;CA;;3
8;117.20000000;106.54545453;2017-06-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;AlloResto;1
5;73.50000000;66.81818181;2017-06-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;Deliveroo;1
11;168.90000000;153.54545455;2017-06-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;Foodora;2
2;23.85000000;21.68181818;2017-06-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;KM LIVRAISON;1
13;224.90000000;204.45454546;2017-06-03;"3 - Après-midi";"6 - Samedi";Livraison;CA;UberEats;2
4;71.00000000;63.18030304;2017-06-03;"3 - Après-midi";"6 - Samedi";Sur place;CA;;7
14;175.45000000;159.49999998;2017-06-03;"4 - Soir";"6 - Samedi";À emporter;CA;;10
12;102.00000000;92.72727273;2017-06-03;"4 - Soir";"6 - Samedi";À emporter;Conso Perso;;1
21;331.25000000;301.13636361;2017-06-03;"4 - Soir";"6 - Samedi";Livraison;CA;AlloResto;2
73;1152.20000000;1047.45454536;2017-06-03;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;2
38;497.03000000;451.84545448;2017-06-03;"4 - Soir";"6 - Samedi";Livraison;CA;KM LIVRAISON;1
