"frequentation";"ca_ttc";"ca_ht";"date_commande";"midi_soir";"jour_semaine";"sur_place";"type_vente";"livraison";"nb_commandes"
0;28;25.45;2019-03-28;"4 - Soir";"4 - Jeudi";À emporter;CA;KM;1
0;14;12.73;2019-03-28;"4 - Soir";"4 - Jeudi";À emporter;CA;;1
0;161.0;146.37;2019-03-28;"4 - Soir";"4 - Jeudi";À emporter;CA;;8
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";À emporter;Offert;KM;1
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";À emporter;Offert;;1
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";À emporter;Offert;;8
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Limonade;Offert;;1
0;2.8;2.8;2019-03-28;"4 - Soir";"4 - Jeudi";Limonade;Remise;;1
0;1556.4;1414.60;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;CA;Deliveroo;7
0;89.88;81.12;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;CA;KM;3
0;664.4;604.00;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;CA;UberEats;3
0;2.42;0;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;Cagnotte fidélité;KM;1
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;Offert;Deliveroo;7
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;Offert;KM;3
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;Offert;UberEats;3
0;2.0;2.0;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;Remise;Deliveroo;2
0;2.42;2.42;2019-03-28;"4 - Soir";"4 - Jeudi";Livraison;Remise;KM;1
-8;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;CA;"";0
0;31.6;28.72;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;CA;;2
0;155.2;141.08;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;CA;;9
8;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;"";0
0;100;100;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;Conso Perso;;1
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;Offert;;1
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;Offert;;9
0;0;0;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;Remise;"";0
0;1.4;1.4;2019-03-28;"4 - Soir";"4 - Jeudi";Sur place;Remise;;1
47;0;0;2019-03-29;"";"5 - Vendredi";À emporter;CA;"";0
0;0;0;2019-03-29;"";"5 - Vendredi";À emporter;Remise;"";0
220;0;0;2019-03-29;"";"5 - Vendredi";Livraison;CA;"";0
0;0;0;2019-03-29;"";"5 - Vendredi";Livraison;Offert;"";0
0;0;0;2019-03-29;"";"5 - Vendredi";Livraison;Remise;"";0
102;0;0;2019-03-29;"";"5 - Vendredi";Sur place;CA;"";0
0;0;0;2019-03-29;"";"5 - Vendredi";Sur place;Remise;"";0
0;14;12.73;2019-03-29;"2 - Midi";"5 - Vendredi";À emporter;CA;;1
0;317.3;288.48;2019-03-29;"2 - Midi";"5 - Vendredi";À emporter;CA;;19
0;0;0;2019-03-29;"2 - Midi";"5 - Vendredi";À emporter;Offert;;1
0;0;0;2019-03-29;"2 - Midi";"5 - Vendredi";À emporter;Offert;;19
0;0.7;0.7;2019-03-29;"2 - Midi";"5 - Vendredi";À emporter;Remise;;1
0;6.6;6.00;2019-03-29;"2 - Midi";"5 - Vendredi";Limonade;CA;;2
0;10;8.33;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;CA;;1
0;260.0;236.23;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;CA;;16
0;973.1;884.13;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;CA;;54
0;0.7;0;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;Cagnotte fidélité;;1
0;0;0;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;Offert;;15
0;0;0;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;Offert;;53
0;4.9;4.9;2019-03-29;"2 - Midi";"5 - Vendredi";Sur place;Remise;;3
0;83.5;75.92;2019-03-29;"3 - Après-midi";"5 - Vendredi";À emporter;CA;;3
0;0;0;2019-03-29;"3 - Après-midi";"5 - Vendredi";À emporter;Offert;;3
0;6.5;5.91;2019-03-29;"3 - Après-midi";"5 - Vendredi";Limonade;CA;;2
0;1;1;2019-03-29;"3 - Après-midi";"5 - Vendredi";Limonade;Remise;;1
0;630.0;572.73;2019-03-29;"3 - Après-midi";"5 - Vendredi";Livraison;CA;Deliveroo;3
0;180.5;164.09;2019-03-29;"3 - Après-midi";"5 - Vendredi";Livraison;CA;UberEats;1
0;0;0;2019-03-29;"3 - Après-midi";"5 - Vendredi";Livraison;Offert;Deliveroo;3
0;0;0;2019-03-29;"3 - Après-midi";"5 - Vendredi";Livraison;Offert;UberEats;1
0;84;84;2019-03-29;"3 - Après-midi";"5 - Vendredi";N/A;Annulation;"";3
0;230.51;209.29;2019-03-29;"4 - Soir";"5 - Vendredi";À emporter;CA;;8
0;3.99;0;2019-03-29;"4 - Soir";"5 - Vendredi";À emporter;Cagnotte fidélité;;1
0;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";À emporter;Offert;;8
0;3.99;3.99;2019-03-29;"4 - Soir";"5 - Vendredi";À emporter;Remise;;1
0;9.4;8.54;2019-03-29;"4 - Soir";"5 - Vendredi";Limonade;CA;;3
0;1718.5;1561.96;2019-03-29;"4 - Soir";"5 - Vendredi";Livraison;CA;Deliveroo;8
0;937.9;852.33;2019-03-29;"4 - Soir";"5 - Vendredi";Livraison;CA;UberEats;4
0;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Livraison;Offert;Deliveroo;8
0;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Livraison;Offert;UberEats;4
0;2.5;2.5;2019-03-29;"4 - Soir";"5 - Vendredi";Livraison;Remise;Deliveroo;2
0;0.5;0.5;2019-03-29;"4 - Soir";"5 - Vendredi";Livraison;Remise;UberEats;1
-8;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;CA;"";0
0;127.2;115.63;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;CA;;7
8;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;Conso Perso;"";0
0;97;97;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;Conso Perso;;1
0;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;Offert;;1
0;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;Offert;;7
0;0;0;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;Remise;"";0
0;2.8;2.8;2019-03-29;"4 - Soir";"5 - Vendredi";Sur place;Remise;;2
34;0;0;2019-03-30;"";"6 - Samedi";À emporter;CA;"";0
0;0;0;2019-03-30;"";"6 - Samedi";À emporter;Remise;"";0
175;0;0;2019-03-30;"";"6 - Samedi";Livraison;CA;"";0
0;0;0;2019-03-30;"";"6 - Samedi";Livraison;Offert;"";0
0;0;0;2019-03-30;"";"6 - Samedi";Livraison;Remise;"";0
91;0;0;2019-03-30;"";"6 - Samedi";Sur place;CA;"";0
0;0;0;2019-03-30;"";"6 - Samedi";Sur place;Remise;"";0
0;164.2;148.15;2019-03-30;"2 - Midi";"6 - Samedi";À emporter;CA;;10
0;0;0;2019-03-30;"2 - Midi";"6 - Samedi";À emporter;Offert;;7
0;2.8;2.8;2019-03-30;"2 - Midi";"6 - Samedi";À emporter;Remise;;2
0;25.2;22.52;2019-03-30;"2 - Midi";"6 - Samedi";Limonade;CA;;8
0;850.05;772.24;2019-03-30;"2 - Midi";"6 - Samedi";Sur place;CA;;36
0;0;0;2019-03-30;"2 - Midi";"6 - Samedi";Sur place;Offert;;36
0;21.05;21.05;2019-03-30;"2 - Midi";"6 - Samedi";Sur place;Remise;;11
0;42.98;39.08;2019-03-30;"3 - Après-midi";"6 - Samedi";À emporter;CA;;2
0;1.52;0;2019-03-30;"3 - Après-midi";"6 - Samedi";À emporter;Cagnotte fidélité;;1
0;0;0;2019-03-30;"3 - Après-midi";"6 - Samedi";À emporter;Offert;;2
0;1.52;1.52;2019-03-30;"3 - Après-midi";"6 - Samedi";À emporter;Remise;;1
0;23.0;20.45;2019-03-30;"3 - Après-midi";"6 - Samedi";Limonade;CA;;5
0;0;0;2019-03-30;"3 - Après-midi";"6 - Samedi";Limonade;Offert;;1
0;1;1;2019-03-30;"3 - Après-midi";"6 - Samedi";Limonade;Remise;;1
0;591.9;538.09;2019-03-30;"3 - Après-midi";"6 - Samedi";Livraison;CA;Deliveroo;3
0;272.6;247.82;2019-03-30;"3 - Après-midi";"6 - Samedi";Livraison;CA;UberEats;1
0;0;0;2019-03-30;"3 - Après-midi";"6 - Samedi";Livraison;Offert;Deliveroo;3
0;0;0;2019-03-30;"3 - Après-midi";"6 - Samedi";Livraison;Offert;UberEats;1
0;1.5;1.5;2019-03-30;"3 - Après-midi";"6 - Samedi";Livraison;Remise;Deliveroo;1
0;0.5;0.5;2019-03-30;"3 - Après-midi";"6 - Samedi";Livraison;Remise;UberEats;1
0;58.5;58.5;2019-03-30;"3 - Après-midi";"6 - Samedi";N/A;Annulation;"";1
0;136.6;123.81;2019-03-30;"3 - Après-midi";"6 - Samedi";Sur place;CA;;8
0;0;0;2019-03-30;"3 - Après-midi";"6 - Samedi";Sur place;Offert;;7
0;1.4;1.4;2019-03-30;"3 - Après-midi";"6 - Samedi";Sur place;Remise;;1
-9;0;0;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;CA;"";0
0;185.6;168.73;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;CA;;8
9;0;0;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;Conso Perso;"";0
0;99;99;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;Conso Perso;;1
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;Offert;;1
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;Offert;;8
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;Remise;"";0
0;1.4;1.4;2019-03-30;"4 - Soir";"6 - Samedi";À emporter;Remise;;1
0;6.5;5.91;2019-03-30;"4 - Soir";"6 - Samedi";Limonade;CA;;2
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";Limonade;Offert;;1
0;1;1;2019-03-30;"4 - Soir";"6 - Samedi";Limonade;Remise;;1
0;1214.4;1103.41;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;CA;Deliveroo;5
0;77.54;69.91;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;CA;KM;3
0;678.9;615.91;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;CA;UberEats;4
0;0.96;0;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;Cagnotte fidélité;KM;1
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;Offert;Deliveroo;5
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;Offert;KM;3
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;Offert;UberEats;4
0;4;4;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;Remise;Deliveroo;2
0;0.96;0.96;2019-03-30;"4 - Soir";"6 - Samedi";Livraison;Remise;KM;1
0;359.45;326.76;2019-03-30;"4 - Soir";"6 - Samedi";Sur place;CA;;14
0;0;0;2019-03-30;"4 - Soir";"6 - Samedi";Sur place;Offert;;14
0;4.55;4.55;2019-03-30;"4 - Soir";"6 - Samedi";Sur place;Remise;;3
28;0;0;2019-03-31;"";"7 - Dimanche";À emporter;CA;"";0
0;0;0;2019-03-31;"";"7 - Dimanche";À emporter;Remise;"";0
156;0;0;2019-03-31;"";"7 - Dimanche";Livraison;CA;"";0
0;0;0;2019-03-31;"";"7 - Dimanche";Livraison;Offert;"";0
0;0;0;2019-03-31;"";"7 - Dimanche";Livraison;Remise;"";0
85;0;0;2019-03-31;"";"7 - Dimanche";Sur place;CA;"";0
0;0;0;2019-03-31;"";"7 - Dimanche";Sur place;Remise;"";0
0;148.9;135.36;2019-03-31;"2 - Midi";"7 - Dimanche";À emporter;CA;;6
0;0;0;2019-03-31;"2 - Midi";"7 - Dimanche";À emporter;Offert;;6
0;3.6;3.6;2019-03-31;"2 - Midi";"7 - Dimanche";À emporter;Remise;;2
0;19.2;17.44;2019-03-31;"2 - Midi";"7 - Dimanche";Limonade;CA;;5
0;0;0;2019-03-31;"2 - Midi";"7 - Dimanche";Limonade;Offert;;1
0;1.9;1.9;2019-03-31;"2 - Midi";"7 - Dimanche";Limonade;Remise;;1
0;721.7;655.75;2019-03-31;"2 - Midi";"7 - Dimanche";Sur place;CA;;27
0;0;0;2019-03-31;"2 - Midi";"7 - Dimanche";Sur place;Offert;;26
0;9.9;9.9;2019-03-31;"2 - Midi";"7 - Dimanche";Sur place;Remise;;5
0;3;2.73;2019-03-31;"3 - Après-midi";"7 - Dimanche";Limonade;CA;;1
0;7.6;6.90;2019-03-31;"3 - Après-midi";"7 - Dimanche";Limonade;CA;;2
0;27.45;24.95;2019-03-31;"3 - Après-midi";"7 - Dimanche";Sur place;CA;;1
0;0;0;2019-03-31;"3 - Après-midi";"7 - Dimanche";Sur place;Offert;;1
0;3.05;3.05;2019-03-31;"3 - Après-midi";"7 - Dimanche";Sur place;Remise;;1
0;245.0;222.74;2019-03-31;"4 - Soir";"7 - Dimanche";À emporter;CA;;9
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";À emporter;Offert;;9
0;13.5;12.27;2019-03-31;"4 - Soir";"7 - Dimanche";Limonade;CA;;3
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Limonade;Offert;;1
0;3;3;2019-03-31;"4 - Soir";"7 - Dimanche";Limonade;Remise;;2
0;1485.3;1349.63;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;CA;Deliveroo;5
0;113.23;102.35;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;CA;KM;3
0;960.5;873.19;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;CA;UberEats;4
0;13.67;0;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;Cagnotte fidélité;KM;2
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;Offert;Deliveroo;5
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;Offert;KM;3
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;Offert;UberEats;4
0;12.0;12.0;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;Remise;Deliveroo;3
0;13.67;13.67;2019-03-31;"4 - Soir";"7 - Dimanche";Livraison;Remise;KM;2
-9;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;CA;"";0
0;9.4;8.55;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;CA;KM;1
0;309.7;281.40;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;CA;;15
0;1.6;0;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Cagnotte fidélité;KM;1
9;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;"";0
0;99;99;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Conso Perso;;1
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Offert;KM;1
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Offert;;16
0;0;0;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Remise;"";0
0;1.6;1.6;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Remise;KM;1
0;2.8;2.8;2019-03-31;"4 - Soir";"7 - Dimanche";Sur place;Remise;;2
23;0;0;2019-04-01;"";"1 - Lundi";À emporter;CA;"";0
0;0;0;2019-04-01;"";"1 - Lundi";À emporter;Remise;"";0
46;0;0;2019-04-01;"";"1 - Lundi";Livraison;CA;"";0
0;0;0;2019-04-01;"";"1 - Lundi";Livraison;Offert;"";0
0;0;0;2019-04-01;"";"1 - Lundi";Livraison;Remise;"";0
76;0;0;2019-04-01;"";"1 - Lundi";Sur place;CA;"";0
0;0;0;2019-04-01;"";"1 - Lundi";Sur place;Remise;"";0
0;90.0;81.56;2019-04-01;"2 - Midi";"1 - Lundi";À emporter;CA;;5
0;0;0;2019-04-01;"2 - Midi";"1 - Lundi";À emporter;Offert;;5
0;11.0;9.98;2019-04-01;"2 - Midi";"1 - Lundi";Limonade;CA;;5
0;21.01;18.91;2019-04-01;"2 - Midi";"1 - Lundi";Livraison;CA;KM;1
0;3.49;0;2019-04-01;"2 - Midi";"1 - Lundi";Livraison;Cagnotte fidélité;KM;1
0;0;0;2019-04-01;"2 - Midi";"1 - Lundi";Livraison;Offert;KM;1
0;3.49;3.49;2019-04-01;"2 - Midi";"1 - Lundi";Livraison;Remise;KM;1
0;52.5;52.5;2019-04-01;"2 - Midi";"1 - Lundi";N/A;Annulation;"";1
-2;0;0;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;CA;"";0
0;684.1;621.86;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;CA;;35
0;1.4;0;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;Cagnotte fidélité;;1
2;0;0;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;Conso Perso;"";0
0;28;28;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;Conso Perso;;1
0;0;0;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;Offert;;36
0;0;0;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;Remise;"";0
0;6.6;6.6;2019-04-01;"2 - Midi";"1 - Lundi";Sur place;Remise;;4
0;34.5;31.36;2019-04-01;"3 - Après-midi";"1 - Lundi";À emporter;CA;;3
0;0;0;2019-04-01;"3 - Après-midi";"1 - Lundi";À emporter;Offert;;2
0;6;5.46;2019-04-01;"3 - Après-midi";"1 - Lundi";Limonade;CA;;2
0;44;40.00;2019-04-01;"3 - Après-midi";"1 - Lundi";Sur place;CA;;2
0;0;0;2019-04-01;"3 - Après-midi";"1 - Lundi";Sur place;Offert;;2
0;234.4;212.19;2019-04-01;"4 - Soir";"1 - Lundi";À emporter;CA;;11
0;0;0;2019-04-01;"4 - Soir";"1 - Lundi";À emporter;Offert;;9
0;3.6;3.6;2019-04-01;"4 - Soir";"1 - Lundi";À emporter;Remise;;2
0;9.6;8.35;2019-04-01;"4 - Soir";"1 - Lundi";Limonade;CA;;2
0;631.5;574.10;2019-04-01;"4 - Soir";"1 - Lundi";Livraison;CA;Deliveroo;3
0;71.0;64.16;2019-04-01;"4 - Soir";"1 - Lundi";Livraison;CA;KM;2
0;0;0;2019-04-01;"4 - Soir";"1 - Lundi";Livraison;Offert;Deliveroo;3
0;0;0;2019-04-01;"4 - Soir";"1 - Lundi";Livraison;Offert;KM;2
0;2.3;2.3;2019-04-01;"4 - Soir";"1 - Lundi";Livraison;Remise;Deliveroo;1
-7;0;0;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;CA;"";0
0;230.85;209.85;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;CA;;14
7;0;0;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;Conso Perso;"";0
0;81.5;81.5;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;Conso Perso;;1
0;0;0;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;Offert;;15
0;0;0;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;Remise;"";0
0;10.65;10.65;2019-04-01;"4 - Soir";"1 - Lundi";Sur place;Remise;;8
42;0;0;2019-04-02;"";"2 - Mardi";À emporter;CA;"";0
0;0;0;2019-04-02;"";"2 - Mardi";À emporter;Offert;"";0
0;0;0;2019-04-02;"";"2 - Mardi";À emporter;Remise;"";0
81;0;0;2019-04-02;"";"2 - Mardi";Livraison;CA;"";0
0;0;0;2019-04-02;"";"2 - Mardi";Livraison;Remise;"";0
89;0;0;2019-04-02;"";"2 - Mardi";Sur place;CA;"";0
0;0;0;2019-04-02;"";"2 - Mardi";Sur place;Remise;"";0
0;88;88;2019-04-02;"1 - Matin";"2 - Mardi";N/A;Annulation;"";4
0;27.46;24.96;2019-04-02;"2 - Midi";"2 - Mardi";À emporter;CA;KM;1
0;285.6;259.13;2019-04-02;"2 - Midi";"2 - Mardi";À emporter;CA;;19
0;1.34;0;2019-04-02;"2 - Midi";"2 - Mardi";À emporter;Cagnotte fidélité;KM;1
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";À emporter;Offert;KM;1
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";À emporter;Offert;;18
0;1.34;1.34;2019-04-02;"2 - Midi";"2 - Mardi";À emporter;Remise;KM;1
0;7.6;6.90;2019-04-02;"2 - Midi";"2 - Mardi";Limonade;CA;;3
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Limonade;Offert;;3
0;4.5;4.5;2019-04-02;"2 - Midi";"2 - Mardi";Limonade;Remise;;1
0;114.5;104.09;2019-04-02;"2 - Midi";"2 - Mardi";Livraison;CA;Deliveroo;1
0;161.5;146.82;2019-04-02;"2 - Midi";"2 - Mardi";Livraison;CA;UberEats;1
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Livraison;Offert;Deliveroo;1
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Livraison;Offert;UberEats;1
0;2.9;2.9;2019-04-02;"2 - Midi";"2 - Mardi";Livraison;Remise;Deliveroo;1
-2;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;CA;"";0
0;699.0;635.51;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;CA;;42
2;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;Conso Perso;"";0
0;34;34;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;Conso Perso;;1
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;Offert;;40
0;0;0;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;Remise;"";0
0;1;1;2019-04-02;"2 - Midi";"2 - Mardi";Sur place;Remise;;1
0;8;7.27;2019-04-02;"3 - Après-midi";"2 - Mardi";À emporter;CA;;1
0;0;0;2019-04-02;"3 - Après-midi";"2 - Mardi";À emporter;Offert;;1
0;12.9;11.46;2019-04-02;"3 - Après-midi";"2 - Mardi";Limonade;CA;;4
0;19.0;17.27;2019-04-02;"3 - Après-midi";"2 - Mardi";Livraison;CA;Deliveroo;2
0;62;56.36;2019-04-02;"3 - Après-midi";"2 - Mardi";Livraison;CA;UberEats;2
0;0;0;2019-04-02;"3 - Après-midi";"2 - Mardi";Livraison;Offert;Deliveroo;1
0;0;0;2019-04-02;"3 - Après-midi";"2 - Mardi";Livraison;Offert;UberEats;2
0;107.1;97.28;2019-04-02;"3 - Après-midi";"2 - Mardi";Sur place;CA;;4
0;0;0;2019-04-02;"3 - Après-midi";"2 - Mardi";Sur place;Offert;;4
0;3.9;3.9;2019-04-02;"3 - Après-midi";"2 - Mardi";Sur place;Remise;;1
0;46;41.74;2019-04-02;"4 - Soir";"2 - Mardi";À emporter;CA;KM;2
0;44;39.92;2019-04-02;"4 - Soir";"2 - Mardi";À emporter;CA;;2
0;192.5;175.01;2019-04-02;"4 - Soir";"2 - Mardi";À emporter;CA;;8
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";À emporter;Offert;KM;2
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";À emporter;Offert;;2
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";À emporter;Offert;;8
0;9.5;8.37;2019-04-02;"4 - Soir";"2 - Mardi";Limonade;CA;;2
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Limonade;Offert;;2
0;493.5;448.55;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;CA;Deliveroo;4
0;109.2;98.50;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;CA;KM;4
0;340.3;309.37;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;CA;UberEats;3
0;1.6;0;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;Cagnotte fidélité;KM;1
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;Offert;Deliveroo;4
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;Offert;KM;4
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;Offert;UberEats;3
0;1.6;1.6;2019-04-02;"4 - Soir";"2 - Mardi";Livraison;Remise;KM;1
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Annulation;;1
-8;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;CA;"";0
0;14;12.73;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;CA;;1
0;328.8;298.93;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;CA;;19
8;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;"";0
0;88;88;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Conso Perso;;1
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Offert;;2
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Offert;;17
0;0;0;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Remise;"";0
0;6.7;6.7;2019-04-02;"4 - Soir";"2 - Mardi";Sur place;Remise;;3
28;0;0;2019-04-03;"";"3 - Mercredi";À emporter;CA;"";0
0;0;0;2019-04-03;"";"3 - Mercredi";À emporter;Remise;"";0
87;0;0;2019-04-03;"";"3 - Mercredi";Livraison;CA;"";0
0;0;0;2019-04-03;"";"3 - Mercredi";Livraison;Remise;"";0
109;0;0;2019-04-03;"";"3 - Mercredi";Sur place;CA;"";0
0;0;0;2019-04-03;"";"3 - Mercredi";Sur place;Remise;"";0
0;0;0;2019-04-03;"1 - Matin";"3 - Mercredi";Limonade;CA;;1
0;14;14;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Annulation;;1
-2;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;CA;"";0
0;289.8;263.48;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;CA;;18
0;0.7;0;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Cagnotte fidélité;;1
2;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Conso Perso;"";0
0;28;28;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Conso Perso;;1
0;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Offert;;19
0;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Remise;"";0
0;0.7;0.7;2019-04-03;"2 - Midi";"3 - Mercredi";À emporter;Remise;;1
0;14.7;13.36;2019-04-03;"2 - Midi";"3 - Mercredi";Limonade;CA;;4
0;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";Limonade;Offert;;1
0;1;1;2019-04-03;"2 - Midi";"3 - Mercredi";Limonade;Remise;;1
0;206;186.97;2019-04-03;"2 - Midi";"3 - Mercredi";Livraison;CA;Deliveroo;1
0;266.3;242.09;2019-04-03;"2 - Midi";"3 - Mercredi";Livraison;CA;UberEats;1
0;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";Livraison;Offert;Deliveroo;1
0;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";Livraison;Offert;UberEats;1
-2;0;0;2019-04-03;"2 - Midi";"3 - Mercredi";Sur place;CA;"";0
0;894.42;812.96;2019-04-03;"2 - Midi";"3 - Mercredi";Sur place;CA;;41
